#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;"Cpd 1: Methane-d, trichloro-; C D Cl3; 6.299";6.299;36438;288688;Positive;84;C D Cl3;0.218;70.15;1;Methane-d, trichloro-;1;865-49-6;118.921;;;
True;"Cpd 2: 1-Cycloocten-5-yne, (Z)-; C8 H10; 9.007";9.007;380556;3122745;Positive;91.1;C8 H10;0.476;73.88;2;1-Cycloocten-5-yne, (Z)-;10;66633-23-6;106.078;;;
True;Cpd 3: 14.596;14.596;94073;726371;Positive;74.09;;0.387;;3;;0;;;;;
True;Cpd 4: 22.366;22.366;420553;3361719;Positive;74.1;;0.532;;4;;0;;;;;
True;Cpd 5: 26.558;26.558;247073;1945006;Positive;74.09;;0.494;;5;;0;;;;;
True;Cpd 6: 30.742;30.742;586174;4379266;Positive;74.1;;0.434;;6;;0;;;;;
True;Cpd 7: 34.823;34.823;322692;2387278;Positive;74.1;;0.474;;7;;0;;;;;
True;Cpd 8: 38.780;38.78;712664;5340120;Positive;74.1;;0.486;;8;;0;;;;;
True;"Cpd 9: Methyl myristoleate; C15 H28 O2; 41.158";41.158;317215;2427467;Positive;55.1;C15 H28 O2;0.532;70.15;9;Methyl myristoleate;3;56219-06-8;240.209;28.133;-13.025;
True;"Cpd 10: Methyl 13-methyltetradecanoate; C16 H32 O2; 42.564";42.564;349135;2597774;Positive;74.09;C16 H32 O2;0.494;70.28;10;Methyl 13-methyltetradecanoate;1;1000424-50-7;256.24;28.583;-13.981;
True;"Cpd 11: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 44.897";44.897;326387;2474564;Positive;55.1;C16 H30 O2;0.482;77.71;11;Methyl (Z)-10-pentadecenoate;1;1000426-92-2;254.225;29.783;-15.114;
True;Cpd 12: 46.232;46.232;1061232;8059399;Positive;74.1;;0.482;;12;;0;;;;;
True;"Cpd 13: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 47.997";47.997;322945;2434400;Positive;55.1;C17 H32 O2;0.508;72.57;13;11-Hexadecenoic acid, methyl ester;1;55000-42-5;268.24;31.433;-16.563;
True;Cpd 14: 49.687;49.687;359983;2530693;Positive;74.09;;0.447;;14;;0;;;;;
True;"Cpd 15: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 51.426";51.426;333862;2482721;Positive;55.1;C18 H34 O2;0.47;72.23;15;Methyl 9-heptadecenoate or 9-17:1;2;1000336-38-0;282.256;33.1;-18.326;
True;"Cpd 16: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 53.063";53.063;740887;5588000;Positive;74.1;C37 H77 N O2;0.486;70.92;16;1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate;2;124-23-2;567.595;;;
True;Cpd 17: 53.994;53.994;335799;2450485;Positive;55.1;;0.396;;17;;0;;;;;
