#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;Cpd 1: 6.420;6.42;34434;299410;Positive;84;;0.319;;1;;0;;;;;
True;Cpd 2: 6.997;6.997;485098;3280509;Positive;74.1;;0.351;;2;;0;;;;;
True;Cpd 3: 9.227;9.227;913538;3883462;Positive;74.1;;0.305;;3;;0;;;;;
True;Cpd 4: 11.786;11.786;1367636;4966149;Positive;74.1;;0.251;;4;;0;;;;;
True;Cpd 5: 13.060;13.06;760492;2624359;Positive;74.1;;0.243;;5;;0;;;;;
True;Cpd 6: 14.293;14.293;1730397;5812695;Positive;74.1;;0.235;;6;;0;;;;;
True;Cpd 7: 15.480;15.48;926383;3052643;Positive;74.1;;0.221;;7;;0;;;;;
True;Cpd 8: 16.615;16.615;2068172;6628890;Positive;74.1;;0.238;;8;;0;;;;;
True;"Cpd 9: Methyl myristoleate; C15 H28 O2; 17.376";17.376;919505;3040396;Positive;55.1;C15 H28 O2;0.214;72.72;9;Methyl myristoleate;3;56219-06-8;240.209;28.133;10.757;
True;Cpd 10: 17.693;17.693;1073748;3402395;Positive;74.1;;0.239;;10;;0;;;;;
True;"Cpd 11: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 18.435";18.435;989886;3196971;Positive;55.1;C16 H30 O2;0.239;76.66;11;Methyl (Z)-10-pentadecenoate;1;1000426-92-2;254.225;29.783;11.348;
True;Cpd 12: 18.732;18.732;3534735;11023868;Positive;74.1;;0.239;;12;;0;;;;;
True;"Cpd 13: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 19.317";19.317;1037599;3380245;Positive;55.1;C17 H32 O2;0.23;73.19;13;11-Hexadecenoic acid, methyl ester;6;55000-42-5;268.24;31.433;12.116;
True;Cpd 14: 19.719;19.719;1213787;3776110;Positive;74.1;;0.202;;14;;0;;;;;
True;"Cpd 15: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 20.292";20.292;1123599;3591074;Positive;55.1;C18 H34 O2;0.216;73.57;15;Methyl 9-heptadecenoate or 9-17:1;3;1000336-38-0;282.256;33.1;12.808;
True;"Cpd 16: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 20.669";20.669;2698972;8348673;Positive;74.1;C37 H77 N O2;0.214;71.5;16;1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate;2;124-23-2;567.595;;;
True;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 20.983";20.983;1221137;3802863;Positive;55.1;C19 H36 O2;0.159;73.51;17;13-Octadecenoic acid, methyl ester;7;56554-47-3;296.272;34.75;13.767;
True;"Cpd 18: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 21.147";21.147;2479633;8081754;Positive;55.1;C19 H36 O2;0.214;73.22;18;13-Octadecenoic acid, methyl ester;6;56554-47-3;296.272;34.75;13.603;
True;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 21.514";21.514;1072968;2627238;Positive;67.1;C19 H34 O2;0.078;88.15;19;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;Cpd 20: 21.572;21.572;2831260;9356707;Positive;74.1;;0.19;;20;;0;;;;;
True;"Cpd 21: Methyl 9,10-octadecadienoate; C19 H34 O2; 21.885";21.885;1019357;3264715;Positive;67.1;C19 H34 O2;0.205;89.04;21;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;Cpd 22: 22.442;22.442;3260680;12626114;Positive;74.1;;0.272;;22;;0;;;;;
True;"Cpd 23: Methyl 8,9-octadecadienoate; C19 H34 O2; 22.730";22.73;869343;2693201;Positive;79.1;C19 H34 O2;0.148;76.63;23;Methyl 8,9-octadecadienoate;8;1000336-45-0;294.256;;;
True;"Cpd 24: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 22.891";22.891;1340591;4331999;Positive;55.1;C21 H40 O2;0.214;74.36;24;cis-13-Eicosenoic acid, methyl ester;2;69120-02-1;324.303;38.067;15.176;
True;Cpd 25: 23.275;23.275;1494574;4884925;Positive;74.1;;0.214;;25;;0;;;;;
True;"Cpd 26: Methyl 12,13-tetradecadienoate; C15 H26 O2; 23.588";23.588;1116371;3736698;Positive;67.1;C15 H26 O2;0.239;80.79;26;Methyl 12,13-tetradecadienoate;10;1000336-33-7;238.193;;;
True;Cpd 27: 24.085;24.085;4129069;13709915;Positive;74.1;;0.217;;27;;0;;;;;
True;"Cpd 28: Methyl 8,9-octadecadienoate; C19 H34 O2; 24.379";24.379;990211;2627053;Positive;79.1;C19 H34 O2;0.08;74.29;28;Methyl 8,9-octadecadienoate;8;1000336-45-0;294.256;;;
True;"Cpd 29: Methyl 7,8-octadecadienoate; C19 H34 O2; 24.437";24.437;1026549;3033016;Positive;79.1;C19 H34 O2;0.062;73.34;29;Methyl 7,8-octadecadienoate;2;1010336-44-6;294.256;;;
True;Cpd 30: 24.507;24.507;1521665;5585596;Positive;55.1;;0.214;;30;;0;;;;;
True;Cpd 31: 24.853;24.853;1538902;5143633;Positive;74.1;;0.214;;31;;0;;;;;
True;"Cpd 32: Methyl 12,13-tetradecadienoate; C15 H26 O2; 25.166";25.166;1175524;3451653;Positive;67.1;C15 H26 O2;0.098;78.32;32;Methyl 12,13-tetradecadienoate;10;1000336-33-7;238.193;;;
